"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 29, 2018","5.15","5.32","5.38","5.06","43.96M","-0.19%"
"Oct 26, 2018","5.16","5.23","5.23","5.09","48.89M","-0.96%"
"Oct 25, 2018","5.21","5.26","5.28","5.11","48.41M","0.19%"
"Oct 24, 2018","5.20","5.26","5.31","5.20","35.34M","-0.57%"
"Oct 23, 2018","5.23","5.14","5.30","5.09","44.91M","1.16%"
"Oct 22, 2018","5.17","5.26","5.39","5.17","45.78M","-1.15%"
"Oct 19, 2018","5.23","5.02","5.32","4.98","61.43M","5.02%"
"Oct 18, 2018","4.98","5.01","5.01","4.92","41.85M","-0.60%"
"Oct 17, 2018","5.01","4.88","5.05","4.83","58.38M","1.62%"
"Oct 16, 2018","4.93","4.74","4.96","4.69","67.73M","6.25%"
"Oct 15, 2018","4.64","4.74","4.80","4.62","42.02M","-0.64%"
"Oct 11, 2018","4.67","4.52","4.70","4.52","66.05M","4.94%"
"Oct 10, 2018","4.45","4.60","4.64","4.45","52.59M","-4.30%"
"Oct 09, 2018","4.65","4.58","4.71","4.54","47.88M","1.09%"
"Oct 08, 2018","4.60","4.61","4.68","4.56","54.42M","4.55%"
"Oct 05, 2018","4.40","4.41","4.46","4.33","66.41M","1.85%"
"Oct 04, 2018","4.32","4.23","4.33","4.13","61.30M","0.23%"
"Oct 03, 2018","4.31","4.24","4.35","4.24","96.15M","6.68%"
"Oct 02, 2018","4.04","3.86","4.06","3.86","55.25M","6.32%"
"Oct 01, 2018","3.80","3.82","3.86","3.75","21.31M","0.26%"
"Sep 28, 2018","3.79","3.82","3.89","3.78","34.51M","-1.30%"
"Sep 27, 2018","3.84","3.82","3.91","3.81","35.97M","1.59%"
"Sep 26, 2018","3.78","3.81","3.87","3.78","39.81M","-0.79%"
"Sep 25, 2018","3.81","3.66","3.87","3.66","31.51M","1.33%"
"Sep 24, 2018","3.76","3.81","3.81","3.71","35.98M","-2.08%"
"Sep 21, 2018","3.84","3.70","3.88","3.68","60.20M","4.63%"
"Sep 20, 2018","3.67","3.78","3.78","3.63","37.64M","-0.27%"
"Sep 19, 2018","3.68","3.81","3.82","3.68","51.95M","-4.42%"
"Sep 18, 2018","3.85","3.67","3.87","3.66","49.16M","4.62%"
"Sep 17, 2018","3.68","3.59","3.69","3.57","28.68M","2.51%"
"Sep 14, 2018","3.59","3.57","3.64","3.54","40.79M","0.56%"
"Sep 13, 2018","3.57","3.72","3.72","3.56","50.00M","-3.51%"
"Sep 12, 2018","3.70","3.74","3.76","3.66","37.23M","0.27%"
"Sep 11, 2018","3.69","3.69","3.75","3.66","31.86M","-2.12%"
"Sep 10, 2018","3.77","3.91","3.94","3.68","62.01M","-2.84%"
"Sep 06, 2018","3.88","3.84","3.90","3.79","36.32M","2.92%"
"Sep 05, 2018","3.77","3.64","3.80","3.62","53.38M","3.29%"
"Sep 04, 2018","3.65","3.92","3.93","3.64","67.10M","-6.89%"
"Sep 03, 2018","3.92","3.99","3.99","3.89","26.43M","-2.73%"
"Aug 31, 2018","4.03","4.02","4.04","3.96","41.66M","2.03%"
"Aug 30, 2018","3.95","4.07","4.14","3.93","39.07M","-3.42%"
"Aug 29, 2018","4.09","4.03","4.13","4.03","46.17M","2.25%"
"Aug 28, 2018","4.00","4.07","4.12","3.92","63.59M","-1.72%"
"Aug 27, 2018","4.07","4.14","4.17","4.05","35.96M","-0.49%"
"Aug 24, 2018","4.09","4.18","4.21","4.06","31.91M","-0.49%"
"Aug 23, 2018","4.11","4.16","4.26","4.07","51.53M","-1.20%"
"Aug 22, 2018","4.16","4.14","4.21","4.03","35.02M","1.46%"
"Aug 21, 2018","4.10","4.27","4.35","4.06","78.16M","-4.21%"
"Aug 20, 2018","4.28","4.14","4.28","4.13","30.30M","3.38%"
"Aug 17, 2018","4.14","4.21","4.24","4.09","44.65M","-1.90%"
"Aug 16, 2018","4.22","4.39","4.39","4.22","45.12M","-1.63%"
"Aug 15, 2018","4.29","4.33","4.35","4.26","39.46M","-2.28%"
"Aug 14, 2018","4.39","4.41","4.43","4.36","22.32M","0.46%"
"Aug 13, 2018","4.37","4.31","4.38","4.23","33.55M","1.63%"
"Aug 10, 2018","4.30","4.49","4.52","4.29","61.94M","-5.49%"
"Aug 09, 2018","4.55","4.36","4.55","4.29","51.39M","4.84%"
"Aug 08, 2018","4.34","4.48","4.51","4.32","58.60M","-3.98%"
"Aug 07, 2018","4.52","4.60","4.60","4.47","114.85M","5.85%"
"Aug 06, 2018","4.27","4.26","4.29","4.19","41.88M","0.71%"
"Aug 03, 2018","4.24","4.24","4.27","4.19","43.01M","0.00%"
"Aug 02, 2018","4.24","4.16","4.24","4.16","31.95M","1.92%"
"Aug 01, 2018","4.16","4.09","4.18","4.07","30.55M","1.71%"
"Jul 31, 2018","4.09","4.02","4.09","4.00","23.18M","1.74%"
"Jul 30, 2018","4.02","4.01","4.08","4.01","25.92M","0.00%"
"Jul 27, 2018","4.02","4.09","4.12","4.01","36.12M","-1.23%"
"Jul 26, 2018","4.07","4.14","4.14","4.04","33.08M","-1.21%"
"Jul 25, 2018","4.12","4.16","4.19","4.07","34.08M","-0.48%"
"Jul 24, 2018","4.14","4.06","4.15","4.06","34.89M","2.99%"
"Jul 23, 2018","4.02","4.03","4.05","3.97","19.58M","-0.74%"
"Jul 20, 2018","4.05","4.09","4.11","4.00","40.59M","1.50%"
"Jul 19, 2018","3.99","3.94","3.99","3.84","52.83M","1.53%"
"Jul 18, 2018","3.93","4.11","4.18","3.92","61.89M","-3.91%"
"Jul 17, 2018","4.09","3.95","4.10","3.93","51.19M","3.54%"
"Jul 16, 2018","3.95","3.90","3.98","3.87","37.50M","1.54%"
"Jul 13, 2018","3.89","3.83","3.95","3.80","54.35M","1.83%"
"Jul 12, 2018","3.82","3.65","3.82","3.60","67.98M","7.61%"
"Jul 11, 2018","3.55","3.62","3.72","3.51","41.23M","-2.74%"
"Jul 10, 2018","3.65","3.81","3.84","3.64","62.74M","-3.18%"
"Jul 06, 2018","3.77","3.75","3.78","3.59","54.69M","1.34%"
"Jul 05, 2018","3.72","3.87","3.87","3.70","44.17M","-3.38%"
"Jul 04, 2018","3.85","3.89","3.91","3.83","17.83M","-0.26%"
"Jul 03, 2018","3.86","3.93","3.96","3.83","66.96M","-0.52%"
"Jul 02, 2018","3.88","3.94","3.99","3.87","32.12M","-2.02%"
"Jun 29, 2018","3.96","3.87","3.98","3.86","55.82M","3.39%"
"Jun 28, 2018","3.83","3.76","3.88","3.76","40.21M","1.86%"
"Jun 27, 2018","3.76","3.84","3.85","3.75","32.07M","-1.83%"
"Jun 26, 2018","3.83","3.82","3.88","3.78","50.64M","0.79%"
"Jun 25, 2018","3.80","3.82","3.85","3.72","72.83M","0.00%"
"Jun 22, 2018","3.80","3.84","3.86","3.77","33.61M","1.06%"
"Jun 21, 2018","3.76","3.78","3.88","3.75","51.89M","-0.27%"
"Jun 20, 2018","3.77","3.78","4.01","3.77","75.12M","-1.57%"
"Jun 19, 2018","3.83","3.60","3.86","3.57","74.29M","4.93%"
"Jun 18, 2018","3.65","3.67","3.70","3.59","38.31M","-1.62%"
"Jun 15, 2018","3.71","3.75","3.76","3.56","74.41M","0.27%"
"Jun 14, 2018","3.70","3.50","3.75","3.50","110.04M","6.32%"
"Jun 13, 2018","3.48","3.45","3.51","3.36","69.22M","2.05%"
"Jun 12, 2018","3.41","3.33","3.46","3.30","79.55M","3.65%"
"Jun 11, 2018","3.29","3.33","3.43","3.25","58.59M","0.61%"
"Jun 08, 2018","3.27","3.39","3.40","3.08","112.92M","-0.61%"
"Jun 07, 2018","3.29","3.51","3.51","2.95","164.31M","-7.06%"
"Jun 06, 2018","3.54","3.74","3.74","3.53","74.82M","-5.60%"
"Jun 05, 2018","3.75","3.74","3.79","3.68","70.83M","-2.60%"
"Jun 04, 2018","3.85","3.61","3.90","3.61","109.82M","7.84%"
"Jun 01, 2018","3.57","3.43","3.59","3.39","88.99M","6.25%"
"May 30, 2018","3.36","3.29","3.41","3.25","361.03M","4.02%"
"May 29, 2018","3.23","3.34","3.41","3.21","81.50M","-0.62%"
"May 28, 2018","3.25","3.41","3.44","3.22","77.08M","-6.34%"
"May 25, 2018","3.47","3.51","3.53","3.46","53.97M","-0.86%"
"May 24, 2018","3.50","3.37","3.51","3.34","49.65M","1.16%"
"May 23, 2018","3.46","3.48","3.51","3.41","45.02M","-1.98%"
"May 22, 2018","3.53","3.41","3.53","3.39","60.41M","4.13%"
"May 21, 2018","3.39","3.37","3.44","3.35","48.57M","4.31%"
"May 18, 2018","3.25","3.34","3.35","3.17","105.16M","-4.13%"
"May 17, 2018","3.39","3.47","3.51","3.33","53.35M","-2.31%"
"May 16, 2018","3.47","3.28","3.54","3.28","67.44M","5.15%"
"May 15, 2018","3.30","3.35","3.42","3.28","53.11M","-1.49%"
"May 14, 2018","3.35","3.39","3.43","3.26","47.36M","-0.30%"
"May 11, 2018","3.36","3.39","3.44","3.30","46.02M","-0.88%"
"May 10, 2018","3.39","3.49","3.54","3.39","61.09M","-2.87%"
"May 09, 2018","3.49","3.44","3.54","3.34","81.67M","1.45%"
"May 08, 2018","3.44","3.24","3.44","3.17","160.93M","14.67%"
"May 07, 2018","3.00","3.05","3.09","2.99","38.84M","-0.66%"
"May 04, 2018","3.02","3.03","3.10","2.96","61.14M","0.33%"
"May 03, 2018","3.01","3.20","3.21","3.00","95.68M","-5.05%"
"May 02, 2018","3.17","3.31","3.32","3.17","45.65M","-3.94%"
"Apr 30, 2018","3.30","3.26","3.34","3.25","29.91M","1.23%"
"Apr 27, 2018","3.26","3.25","3.31","3.21","68.50M","0.62%"
"Apr 26, 2018","3.24","3.14","3.25","3.12","36.61M","3.18%"
"Apr 25, 2018","3.14","3.10","3.15","3.05","28.78M","0.32%"
"Apr 24, 2018","3.13","3.09","3.16","3.07","38.25M","1.29%"
"Apr 23, 2018","3.09","3.01","3.09","2.98","40.06M","3.00%"
"Apr 20, 2018","3.00","2.91","3.02","2.91","41.31M","2.74%"
"Apr 19, 2018","2.92","2.98","2.99","2.91","33.78M","-1.35%"
"Apr 18, 2018","2.96","3.03","3.04","2.95","48.07M","-1.33%"
"Apr 17, 2018","3.00","3.01","3.02","2.97","25.35M","1.01%"
"Apr 16, 2018","2.97","3.03","3.07","2.96","50.14M","-1.98%"
"Apr 13, 2018","3.03","3.05","3.06","3.01","20.17M","-1.30%"
"Apr 12, 2018","3.07","2.96","3.11","2.96","52.20M","2.68%"
"Apr 11, 2018","2.99","2.92","2.99","2.89","37.26M","2.05%"
"Apr 10, 2018","2.93","3.03","3.03","2.89","58.20M","-1.68%"
"Apr 09, 2018","2.98","3.03","3.06","2.93","35.68M","-1.65%"
"Apr 06, 2018","3.03","3.04","3.06","3.01","31.43M","-0.66%"
"Apr 05, 2018","3.05","3.07","3.07","3.01","35.29M","2.35%"
"Apr 04, 2018","2.98","2.99","2.99","2.84","60.48M","-0.33%"
"Apr 03, 2018","2.99","3.05","3.07","2.99","45.07M","-0.99%"
"Apr 02, 2018","3.02","3.04","3.08","2.99","40.49M","0.00%"
"Mar 29, 2018","3.02","3.03","3.05","3.00","28.60M","1.00%"
"Mar 28, 2018","2.99","2.98","3.04","2.94","52.54M","0.00%"
"Mar 27, 2018","2.99","3.11","3.14","2.97","117.99M","-3.24%"
"Mar 26, 2018","3.09","2.96","3.09","2.95","77.49M","5.46%"
"Mar 23, 2018","2.93","2.93","2.99","2.92","39.92M","-0.68%"
"Mar 22, 2018","2.95","2.87","2.96","2.84","52.13M","2.79%"
"Mar 21, 2018","2.87","2.79","2.87","2.78","42.97M","3.24%"
"Mar 20, 2018","2.78","2.82","2.84","2.78","28.07M","-0.71%"
"Mar 19, 2018","2.80","2.80","2.84","2.77","31.71M","-2.10%"
"Mar 16, 2018","2.86","2.82","2.87","2.79","55.78M","1.78%"
"Mar 15, 2018","2.81","2.76","2.82","2.74","32.73M","1.44%"
"Mar 14, 2018","2.77","2.83","2.85","2.75","43.58M","-2.12%"
"Mar 13, 2018","2.83","2.87","2.89","2.78","47.09M","-1.05%"
"Mar 12, 2018","2.86","2.85","2.89","2.81","38.31M","2.14%"
"Mar 09, 2018","2.80","2.72","2.85","2.70","73.28M","2.94%"
"Mar 08, 2018","2.72","2.75","2.76","2.66","56.65M","-2.16%"
"Mar 07, 2018","2.78","2.76","2.78","2.71","22.56M","1.09%"
"Mar 06, 2018","2.75","2.82","2.84","2.73","34.25M","-1.43%"
"Mar 05, 2018","2.79","2.86","2.87","2.78","37.66M","-2.79%"
"Mar 02, 2018","2.87","2.82","2.87","2.79","41.28M","0.70%"
"Mar 01, 2018","2.85","2.81","2.87","2.77","53.09M","1.42%"
"Feb 28, 2018","2.81","2.81","2.87","2.76","51.53M","-0.35%"
"Feb 27, 2018","2.82","2.90","2.93","2.81","93.50M","-3.09%"
"Feb 26, 2018","2.91","2.69","2.91","2.69","96.26M","8.18%"
"Feb 23, 2018","2.69","2.66","2.70","2.63","188.37M","7.17%"
"Feb 22, 2018","2.51","2.49","2.53","2.47","36.26M","2.03%"
"Feb 21, 2018","2.46","2.56","2.59","2.45","83.36M","-3.91%"
"Feb 20, 2018","2.56","2.51","2.56","2.47","30.27M","0.79%"
"Feb 19, 2018","2.54","2.46","2.54","2.44","28.30M","4.53%"
"Feb 16, 2018","2.43","2.47","2.51","2.38","34.99M","-0.82%"
"Feb 15, 2018","2.45","2.33","2.45","2.33","39.01M","6.06%"
"Feb 14, 2018","2.31","2.30","2.31","2.23","59.08M","1.32%"
"Feb 09, 2018","2.28","2.36","2.38","2.23","51.41M","-2.98%"
"Feb 08, 2018","2.35","2.47","2.49","2.34","43.81M","-3.69%"
"Feb 07, 2018","2.44","2.52","2.52","2.44","35.80M","-3.17%"
"Feb 06, 2018","2.52","2.43","2.53","2.41","44.37M","1.20%"
"Feb 05, 2018","2.49","2.58","2.58","2.49","30.10M","-3.86%"
"Feb 02, 2018","2.59","2.65","2.65","2.58","31.53M","-2.26%"
"Feb 01, 2018","2.65","2.60","2.65","2.60","27.81M","1.53%"
"Jan 31, 2018","2.61","2.66","2.67","2.60","33.08M","0.00%"
"Jan 30, 2018","2.61","2.61","2.67","2.57","35.95M","0.00%"
"Jan 29, 2018","2.61","2.53","2.61","2.50","25.88M","1.95%"
"Jan 26, 2018","2.56","2.53","2.61","2.50","65.68M","2.40%"
"Jan 24, 2018","2.50","2.32","2.50","2.31","71.09M","8.23%"
"Jan 23, 2018","2.31","2.37","2.38","2.30","35.89M","-2.94%"
"Jan 22, 2018","2.38","2.40","2.40","2.34","21.12M","0.42%"
"Jan 19, 2018","2.37","2.40","2.43","2.37","17.63M","-0.84%"
"Jan 18, 2018","2.39","2.44","2.45","2.36","34.07M","-1.65%"
"Jan 17, 2018","2.43","2.44","2.46","2.41","15.52M","0.00%"
"Jan 16, 2018","2.43","2.44","2.47","2.42","24.74M","-0.41%"
"Jan 15, 2018","2.44","2.41","2.45","2.40","20.08M","2.09%"
"Jan 12, 2018","2.39","2.37","2.42","2.36","27.24M","-0.42%"
"Jan 11, 2018","2.40","2.42","2.43","2.39","17.77M","0.42%"
"Jan 10, 2018","2.39","2.36","2.42","2.34","34.76M","0.84%"
"Jan 09, 2018","2.37","2.45","2.46","2.36","31.02M","-2.47%"
"Jan 08, 2018","2.43","2.42","2.47","2.42","28.80M","0.00%"
"Jan 05, 2018","2.43","2.48","2.50","2.42","30.68M","-2.02%"
"Jan 04, 2018","2.48","2.47","2.49","2.45","47.94M","2.48%"
"Jan 03, 2018","2.42","2.44","2.51","2.39","41.39M","-1.22%"
"Jan 02, 2018","2.45","2.50","2.54","2.42","59.43M","-1.21%"
"Dec 28, 2017","2.48","2.43","2.48","2.40","91.93M","3.77%"
"Dec 27, 2017","2.39","2.36","2.41","2.36","41.12M","2.58%"
"Dec 26, 2017","2.33","2.26","2.35","2.25","59.46M","3.56%"
"Dec 22, 2017","2.25","2.21","2.29","2.18","42.99M","0.90%"
"Dec 21, 2017","2.23","2.15","2.26","2.14","86.06M","3.72%"
"Dec 20, 2017","2.15","2.08","2.16","2.05","35.91M","4.88%"
"Dec 19, 2017","2.05","2.12","2.13","2.04","36.56M","-2.84%"
"Dec 18, 2017","2.11","2.19","2.19","2.10","38.39M","-0.94%"
"Dec 15, 2017","2.13","2.13","2.15","2.10","33.95M","0.47%"
"Dec 14, 2017","2.12","2.08","2.16","2.05","51.12M","0.47%"
"Dec 13, 2017","2.11","2.18","2.23","2.11","77.24M","-1.40%"
"Dec 12, 2017","2.14","2.06","2.14","2.04","67.46M","0.00%"
"Dec 11, 2017","2.14","2.19","2.25","2.13","82.39M","-0.47%"
"Dec 08, 2017","2.15","2.04","2.16","2.03","160.03M","8.59%"
"Dec 07, 2017","1.98","1.76","1.99","1.75","134.73M","10.61%"
"Dec 06, 2017","1.79","1.76","1.79","1.74","39.74M","1.70%"
"Dec 05, 2017","1.76","1.76","1.80","1.73","50.15M","-0.56%"
"Dec 04, 2017","1.77","1.81","1.81","1.76","40.82M","-1.12%"
"Dec 01, 2017","1.79","1.75","1.82","1.70","67.64M","2.87%"
"Nov 30, 2017","1.74","1.79","1.79","1.68","91.25M","-2.79%"
"Nov 29, 2017","1.79","1.81","1.83","1.77","45.53M","-0.56%"
"Nov 28, 2017","1.80","1.84","1.87","1.79","37.39M","-1.64%"
"Nov 27, 2017","1.83","1.90","1.91","1.81","74.07M","-3.17%"
"Nov 24, 2017","1.89","1.81","1.89","1.79","44.36M","5.00%"
"Nov 23, 2017","1.80","1.84","1.84","1.78","35.23M","-2.70%"
"Nov 22, 2017","1.85","1.86","1.88","1.76","89.15M","-0.54%"
"Nov 21, 2017","1.86","1.85","1.88","1.84","78.27M","2.20%"
"Nov 17, 2017","1.82","1.80","1.84","1.78","78.75M","4.00%"
"Nov 16, 2017","1.75","1.73","1.81","1.71","121.21M","3.55%"
"Nov 14, 2017","1.69","1.59","1.70","1.59","121.00M","7.64%"
"Nov 13, 2017","1.57","1.51","1.60","1.46","99.30M","3.97%"
"Nov 10, 2017","1.51","1.59","1.64","1.47","130.51M","-5.03%"
"Nov 09, 2017","1.59","1.70","1.70","1.57","87.80M","-5.92%"
"Nov 08, 2017","1.69","1.60","1.69","1.59","105.14M","6.96%"
"Nov 07, 2017","1.58","1.71","1.71","1.57","191.58M","-9.71%"
"Nov 06, 2017","1.75","1.92","1.92","1.75","111.08M","-7.41%"
"Nov 03, 2017","1.89","2.06","2.07","1.86","118.85M","-8.25%"
"Nov 01, 2017","2.06","2.12","2.13","2.04","104.26M","5.10%"
"Oct 31, 2017","1.96","1.96","1.99","1.90","49.99M","1.03%"
"Oct 30, 2017","1.94","1.97","1.97","1.87","62.31M","-1.02%"
"Oct 27, 2017","1.96","2.02","2.10","1.94","71.77M","-2.97%"
"Oct 26, 2017","2.02","2.12","2.13","1.98","64.92M","-4.27%"
"Oct 25, 2017","2.11","2.13","2.14","2.07","35.47M","0.00%"
"Oct 24, 2017","2.11","2.15","2.18","2.04","68.27M","-0.47%"
"Oct 23, 2017","2.12","2.23","2.26","2.11","55.86M","-4.50%"
"Oct 20, 2017","2.22","2.18","2.23","2.15","64.89M","3.26%"
"Oct 19, 2017","2.15","2.18","2.22","2.07","67.72M","-0.92%"
"Oct 18, 2017","2.17","2.01","2.17","1.99","163.52M","10.71%"
"Oct 17, 2017","1.96","2.15","2.18","1.85","183.78M","-7.98%"
"Oct 16, 2017","2.13","2.25","2.29","2.12","102.38M","-4.48%"
"Oct 13, 2017","2.23","2.12","2.25","2.11","167.85M","-5.51%"
"Oct 11, 2017","2.36","2.43","2.46","2.36","43.03M","-3.28%"
"Oct 10, 2017","2.44","2.40","2.45","2.38","29.10M","2.09%"
"Oct 09, 2017","2.39","2.47","2.48","2.36","38.42M","-2.45%"
"Oct 06, 2017","2.45","2.39","2.45","2.35","49.85M","1.66%"
"Oct 05, 2017","2.41","2.44","2.46","2.37","68.03M","-1.23%"
"Oct 04, 2017","2.44","2.41","2.44","2.38","48.05M","0.83%"
"Oct 03, 2017","2.42","2.41","2.47","2.33","79.76M","1.26%"
"Oct 02, 2017","2.39","2.33","2.40","2.28","101.17M","4.82%"
"Sep 29, 2017","2.28","2.14","2.29","2.13","159.25M","5.07%"
"Sep 28, 2017","2.17","2.21","2.24","2.12","149.45M","3.33%"
"Sep 27, 2017","2.10","2.27","2.28","2.09","87.75M","-7.49%"
"Sep 26, 2017","2.27","2.21","2.31","2.10","83.46M","3.18%"
"Sep 25, 2017","2.20","2.27","2.31","2.19","53.21M","-4.35%"
"Sep 22, 2017","2.30","2.37","2.39","2.29","29.35M","-1.71%"
"Sep 21, 2017","2.34","2.32","2.35","2.23","47.49M","0.86%"
"Sep 20, 2017","2.32","2.48","2.48","2.29","89.36M","-4.13%"
"Sep 19, 2017","2.42","2.47","2.56","2.41","56.78M","-2.81%"
"Sep 18, 2017","2.49","2.62","2.62","2.37","72.59M","-2.35%"
"Sep 15, 2017","2.55","2.59","2.67","2.54","111.23M","1.19%"
"Sep 14, 2017","2.52","2.24","2.53","2.23","148.85M","13.51%"
"Sep 13, 2017","2.22","2.16","2.24","2.03","88.74M","4.72%"
"Sep 12, 2017","2.12","2.12","2.22","1.95","170.81M","-11.67%"
"Sep 11, 2017","2.40","2.51","2.53","2.36","56.98M","-0.83%"
"Sep 08, 2017","2.42","2.65","2.68","2.39","70.48M","-7.63%"
"Sep 06, 2017","2.62","2.66","2.67","2.56","45.74M","3.97%"
"Sep 05, 2017","2.52","2.45","2.65","2.41","94.41M","5.44%"
"Sep 04, 2017","2.39","2.17","2.39","2.13","67.07M","10.65%"
"Sep 01, 2017","2.16","2.22","2.32","2.15","86.27M","-0.92%"
"Aug 31, 2017","2.18","1.99","2.19","1.99","86.71M","10.10%"
"Aug 30, 2017","1.98","1.91","1.99","1.90","43.65M","4.21%"
"Aug 29, 2017","1.90","1.88","1.91","1.86","18.10M","0.00%"
"Aug 28, 2017","1.90","1.84","1.92","1.84","36.15M","3.26%"
"Aug 25, 2017","1.84","1.84","1.85","1.81","37.04M","0.55%"
"Aug 24, 2017","1.83","1.77","1.85","1.76","39.55M","2.81%"
"Aug 23, 2017","1.78","1.76","1.78","1.73","31.62M","-1.11%"
"Aug 22, 2017","1.80","1.83","1.84","1.77","31.64M","-0.55%"
"Aug 21, 2017","1.81","1.77","1.84","1.77","50.74M","2.84%"
"Aug 18, 2017","1.76","1.66","1.80","1.63","69.66M","1.73%"
"Aug 17, 2017","1.73","1.95","1.95","1.70","97.31M","-7.98%"
"Aug 16, 2017","1.88","1.77","1.88","1.76","65.97M","8.05%"
"Aug 15, 2017","1.74","1.74","1.78","1.72","49.00M","1.75%"
"Aug 14, 2017","1.71","1.59","1.72","1.58","55.86M","7.55%"
"Aug 11, 2017","1.59","1.52","1.59","1.52","43.52M","4.61%"
"Aug 10, 2017","1.52","1.56","1.58","1.51","37.96M","-2.56%"
"Aug 09, 2017","1.56","1.50","1.58","1.49","53.02M","3.31%"
"Aug 08, 2017","1.51","1.54","1.55","1.48","89.14M","-1.31%"
"Aug 07, 2017","1.53","1.51","1.56","1.51","69.86M","1.32%"
"Aug 04, 2017","1.51","1.43","1.51","1.42","70.76M","5.59%"
"Aug 03, 2017","1.43","1.45","1.45","1.41","45.13M","0.00%"
"Aug 02, 2017","1.43","1.41","1.44","1.39","61.72M","0.70%"
"Aug 01, 2017","1.42","1.48","1.48","1.41","62.08M","0.71%"
"Jul 31, 2017","1.41","1.44","1.46","1.38","56.40M","0.00%"
"Jul 28, 2017","1.41","1.32","1.41","1.32","41.93M","5.22%"
"Jul 27, 2017","1.34","1.34","1.34","1.30","23.22M","1.52%"
"Jul 26, 2017","1.32","1.33","1.34","1.31","25.24M","-0.75%"
"Jul 25, 2017","1.33","1.30","1.34","1.29","33.92M","3.10%"
"Jul 24, 2017","1.29","1.31","1.32","1.28","21.35M","0.00%"
"Jul 21, 2017","1.29","1.34","1.35","1.29","37.02M","-3.73%"
"Jul 20, 2017","1.34","1.32","1.35","1.32","28.65M","1.52%"
"Jul 19, 2017","1.32","1.35","1.36","1.30","61.54M","0.00%"
"Jul 18, 2017","1.32","1.29","1.34","1.29","49.95M","3.94%"
"Jul 17, 2017","1.27","1.21","1.27","1.21","36.86M","4.96%"
"Jul 14, 2017","1.21","1.16","1.22","1.16","26.04M","4.31%"
"Jul 13, 2017","1.16","1.22","1.23","1.15","53.63M","-4.13%"
"Jul 12, 2017","1.21","1.18","1.22","1.18","34.10M","3.42%"
"Jul 11, 2017","1.17","1.15","1.17","1.14","34.56M","2.63%"
"Jul 10, 2017","1.14","1.10","1.14","1.09","54.02M","3.64%"
"Jul 07, 2017","1.10","0.99","1.10","0.99","71.01M","10.00%"
"Jul 06, 2017","1.00","0.99","1.00","0.99","43.67M","0.00%"
"Jul 05, 2017","1.00","0.99","1.00","0.99","27.47M","0.00%"
"Jul 04, 2017","1.00","1.00","1.00","0.99","10.06M","0.00%"
"Jul 03, 2017","1.00","0.98","1.00","0.98","14.62M","2.04%"
"Jun 30, 2017","0.98","0.95","0.99","0.95","26.65M","3.16%"
"Jun 29, 2017","0.95","0.93","0.96","0.93","20.40M","3.26%"
"Jun 28, 2017","0.92","0.95","0.95","0.92","20.84M","-2.13%"
"Jun 27, 2017","0.94","0.96","0.97","0.93","16.82M","-2.08%"
"Jun 26, 2017","0.96","0.94","0.97","0.94","16.13M","2.13%"
"Jun 23, 2017","0.94","0.93","0.95","0.91","39.71M","2.17%"
"Jun 22, 2017","0.92","0.95","0.95","0.92","25.16M","-2.13%"
"Jun 21, 2017","0.94","0.96","0.97","0.93","26.52M","0.00%"
"Jun 20, 2017","0.94","0.99","0.99","0.94","33.05M","-5.05%"
"Jun 19, 2017","0.99","0.98","1.00","0.98","16.18M","0.00%"
"Jun 16, 2017","0.99","0.99","0.99","0.95","25.68M","0.00%"
"Jun 14, 2017","0.99","0.98","1.00","0.98","25.32M","1.02%"
"Jun 13, 2017","0.98","0.96","0.98","0.94","22.14M","3.16%"
"Jun 12, 2017","0.95","0.96","0.99","0.95","21.58M","-2.06%"
"Jun 09, 2017","0.97","0.99","1.00","0.96","17.05M","-2.02%"
"Jun 08, 2017","0.99","0.96","1.00","0.95","27.34M","3.13%"
"Jun 07, 2017","0.96","0.92","0.96","0.91","27.93M","5.49%"
"Jun 06, 2017","0.91","0.91","0.92","0.87","33.31M","0.00%"
"Jun 05, 2017","0.91","0.92","0.93","0.91","24.09M","-2.15%"
"Jun 02, 2017","0.93","0.96","0.97","0.91","40.96M","-2.11%"
"Jun 01, 2017","0.95","0.97","0.99","0.93","19.66M","-1.04%"
"May 31, 2017","0.96","1.00","1.01","0.96","26.37M","-4.00%"
"May 30, 2017","1.00","0.99","1.01","0.99","10.37M","1.01%"
"May 29, 2017","0.99","0.97","1.00","0.97","9.34M","1.02%"
"May 26, 2017","0.98","0.97","0.98","0.96","16.10M","3.16%"
"May 25, 2017","0.95","0.96","0.98","0.94","24.86M","-1.04%"
"May 24, 2017","0.96","0.94","0.97","0.94","20.20M","3.23%"
"May 23, 2017","0.93","0.88","0.94","0.85","26.68M","9.41%"
"May 22, 2017","0.85","0.94","0.95","0.85","24.63M","-10.53%"
"May 19, 2017","0.95","0.96","1.00","0.95","38.45M","5.56%"
"May 18, 2017","0.90","0.95","0.96","0.88","46.82M","-16.67%"
"May 17, 2017","1.08","1.08","1.08","1.06","25.32M","0.00%"
"May 16, 2017","1.08","1.05","1.08","1.05","22.71M","2.86%"
"May 15, 2017","1.05","1.02","1.05","1.00","36.22M","2.94%"
"May 12, 2017","1.02","1.01","1.04","0.99","32.61M","0.99%"
"May 11, 2017","1.01","1.00","1.05","1.00","50.82M","-5.61%"
